model,violation_type,example_id,level,language,detection_success,detected_violation_type,actual_violation_type,processing_time,api_call_success
gemma3-4b,SRP,SRP_13,EASY,PYTHON,False,,SRP,0.78,True
gemma3-4b,SRP,SRP_14,EASY,PYTHON,False,,SRP,0.78,True
gemma3-4b,SRP,SRP_15,EASY,PYTHON,False,,SRP,0.79,True
gemma3-4b,SRP,SRP_16,EASY,PYTHON,False,,SRP,0.78,True
gemma3-4b,SRP,SRP_17,MODERATE,PYTHON,True,SRP,SRP,1.4,True
gemma3-4b,SRP,SRP_18,MODERATE,PYTHON,True,SRP,SRP,1.74,True
gemma3-4b,SRP,SRP_19,MODERATE,PYTHON,True,SRP,SRP,1.75,True
gemma3-4b,SRP,SRP_20,MODERATE,PYTHON,True,SRP,SRP,1.45,True
gemma3-4b,SRP,SRP_21,HARD,PYTHON,True,SRP,SRP,2.14,True
gemma3-4b,SRP,SRP_22,HARD,PYTHON,True,SRP,SRP,2.01,True
gemma3-4b,SRP,SRP_23,HARD,PYTHON,True,SRP,SRP,1.96,True
gemma3-4b,SRP,SRP_24,HARD,PYTHON,False,DIP,SRP,2.11,True
gemma3-4b,SRP,SRP_25,EASY,KOTLIN,True,SRP,SRP,1.1,True
gemma3-4b,SRP,SRP_26,EASY,KOTLIN,False,,SRP,0.77,True
gemma3-4b,SRP,SRP_27,EASY,KOTLIN,False,,SRP,0.76,True
gemma3-4b,SRP,SRP_28,EASY,KOTLIN,False,,SRP,0.78,True
gemma3-4b,SRP,SRP_29,MODERATE,KOTLIN,True,SRP,SRP,1.51,True
gemma3-4b,SRP,SRP_30,MODERATE,KOTLIN,True,SRP,SRP,1.54,True
gemma3-4b,SRP,SRP_31,MODERATE,KOTLIN,True,SRP,SRP,1.54,True
gemma3-4b,SRP,SRP_32,MODERATE,KOTLIN,True,SRP,SRP,1.51,True
gemma3-4b,SRP,SRP_33,HARD,KOTLIN,True,SRP,SRP,1.99,True
gemma3-4b,SRP,SRP_34,HARD,KOTLIN,True,SRP,SRP,1.81,True
gemma3-4b,SRP,SRP_35,HARD,KOTLIN,True,SRP,SRP,1.81,True
gemma3-4b,SRP,SRP_36,HARD,KOTLIN,True,SRP,SRP,2.13,True
gemma3-4b,SRP,SRP_37,EASY,CSHARP,False,,SRP,0.84,True
gemma3-4b,SRP,SRP_38,EASY,CSHARP,False,,SRP,0.75,True
gemma3-4b,SRP,SRP_39,EASY,CSHARP,False,,SRP,0.81,True
gemma3-4b,SRP,SRP_40,EASY,CSHARP,False,,SRP,0.79,True
gemma3-4b,SRP,SRP_41,MODERATE,CSHARP,True,SRP,SRP,1.52,True
gemma3-4b,SRP,SRP_42,MODERATE,CSHARP,False,DIP,SRP,1.91,True
gemma3-4b,SRP,SRP_43,MODERATE,CSHARP,True,SRP,SRP,1.82,True
gemma3-4b,SRP,SRP_44,MODERATE,CSHARP,True,SRP,SRP,1.51,True
gemma3-4b,SRP,SRP_45,HARD,CSHARP,True,SRP,SRP,2.05,True
gemma3-4b,SRP,SRP_46,HARD,CSHARP,True,SRP,SRP,2.09,True
gemma3-4b,SRP,SRP_47,HARD,CSHARP,True,SRP,SRP,1.97,True
gemma3-4b,SRP,SRP_48,HARD,CSHARP,True,SRP,SRP,2.32,True
gemma3-4b,OCP,OCP_1,EASY,CSHARP,False,DIP,OCP,1.2,True
gemma3-4b,OCP,OCP_2,EASY,CSHARP,False,,OCP,0.79,True
gemma3-4b,OCP,OCP_3,EASY,CSHARP,False,,OCP,0.78,True
gemma3-4b,OCP,OCP_4,EASY,CSHARP,False,SRP,OCP,1.59,True
gemma3-4b,OCP,OCP_5,HARD,CSHARP,False,SRP,OCP,2.07,True
gemma3-4b,OCP,OCP_6,HARD,CSHARP,False,DIP,OCP,1.93,True
gemma3-4b,OCP,OCP_7,HARD,CSHARP,False,DIP,OCP,2.21,True
gemma3-4b,OCP,OCP_8,HARD,CSHARP,False,DIP,OCP,2.16,True
gemma3-4b,OCP,OCP_9,MODERATE,CSHARP,False,DIP,OCP,1.5,True
gemma3-4b,OCP,OCP_10,MODERATE,CSHARP,False,DIP,OCP,1.4,True
gemma3-4b,OCP,OCP_11,MODERATE,CSHARP,False,SRP,OCP,1.82,True
gemma3-4b,OCP,OCP_12,MODERATE,CSHARP,False,SRP,OCP,1.93,True
gemma3-4b,OCP,OCP_13,EASY,JAVA,False,SRP,OCP,1.14,True
gemma3-4b,OCP,OCP_14,EASY,JAVA,False,,OCP,0.8,True
gemma3-4b,OCP,OCP_15,EASY,JAVA,False,,OCP,0.77,True
gemma3-4b,OCP,OCP_16,EASY,JAVA,False,,OCP,0.8,True
gemma3-4b,OCP,OCP_17,HARD,JAVA,False,SRP,OCP,2.21,True
gemma3-4b,OCP,OCP_18,HARD,JAVA,False,DIP,OCP,1.86,True
gemma3-4b,OCP,OCP_19,HARD,JAVA,False,DIP,OCP,2.04,True
gemma3-4b,OCP,OCP_20,HARD,JAVA,False,DIP,OCP,2.18,True
gemma3-4b,OCP,OCP_21,MODERATE,JAVA,False,DIP,OCP,1.78,True
gemma3-4b,OCP,OCP_22,MODERATE,JAVA,False,DIP,OCP,1.51,True
gemma3-4b,OCP,OCP_23,MODERATE,JAVA,False,SRP,OCP,1.72,True
gemma3-4b,OCP,OCP_24,MODERATE,JAVA,False,SRP,OCP,2.14,True
gemma3-4b,OCP,OCP_25,EASY,KOTLIN,False,,OCP,0.79,True
gemma3-4b,OCP,OCP_26,EASY,KOTLIN,False,,OCP,0.76,True
gemma3-4b,OCP,OCP_27,EASY,KOTLIN,False,,OCP,0.76,True
gemma3-4b,OCP,OCP_28,EASY,KOTLIN,False,,OCP,0.77,True
gemma3-4b,OCP,OCP_29,HARD,KOTLIN,False,SRP,OCP,2.04,True
gemma3-4b,OCP,OCP_30,HARD,KOTLIN,False,SRP,OCP,1.79,True
gemma3-4b,OCP,OCP_31,HARD,KOTLIN,False,SRP,OCP,3.43,True
gemma3-4b,OCP,OCP_32,HARD,KOTLIN,False,SRP,OCP,2.19,True
gemma3-4b,OCP,OCP_33,MODERATE,KOTLIN,False,DIP,OCP,2.0,True
gemma3-4b,OCP,OCP_34,MODERATE,KOTLIN,False,SRP,OCP,1.36,True
gemma3-4b,OCP,OCP_35,MODERATE,KOTLIN,False,SRP,OCP,2.1,True
gemma3-4b,OCP,OCP_36,MODERATE,KOTLIN,False,SRP,OCP,1.87,True
gemma3-4b,OCP,OCP_37,EASY,PYTHON,False,SRP,OCP,1.27,True
gemma3-4b,OCP,OCP_38,EASY,PYTHON,False,,OCP,0.79,True
gemma3-4b,OCP,OCP_39,EASY,PYTHON,False,,OCP,0.77,True
gemma3-4b,OCP,OCP_40,EASY,PYTHON,False,SRP,OCP,1.39,True
gemma3-4b,OCP,OCP_41,HARD,PYTHON,False,SRP,OCP,2.02,True
gemma3-4b,OCP,OCP_42,HARD,PYTHON,False,DIP,OCP,1.88,True
gemma3-4b,OCP,OCP_43,HARD,PYTHON,False,DIP,OCP,2.11,True
gemma3-4b,OCP,OCP_44,HARD,PYTHON,False,SRP,OCP,2.15,True
gemma3-4b,OCP,OCP_45,MODERATE,PYTHON,False,SRP,OCP,1.44,True
gemma3-4b,OCP,OCP_46,MODERATE,PYTHON,False,DIP,OCP,1.51,True
gemma3-4b,OCP,OCP_47,MODERATE,PYTHON,False,SRP,OCP,1.81,True
gemma3-4b,OCP,OCP_48,MODERATE,PYTHON,False,SRP,OCP,1.71,True
gemma3-4b,ISP,ISP_1,EASY,CSHARP,False,DIP,ISP,1.18,True
gemma3-4b,ISP,ISP_2,EASY,CSHARP,False,SRP,ISP,1.33,True
gemma3-4b,ISP,ISP_3,EASY,CSHARP,False,SRP,ISP,1.27,True
gemma3-4b,ISP,ISP_4,EASY,CSHARP,False,,ISP,0.76,True
gemma3-4b,ISP,ISP_5,HARD,CSHARP,False,SRP,ISP,1.97,True
gemma3-4b,ISP,ISP_6,HARD,CSHARP,False,SRP,ISP,1.87,True
gemma3-4b,ISP,ISP_7,HARD,CSHARP,False,SRP,ISP,2.09,True
gemma3-4b,ISP,ISP_8,HARD,CSHARP,False,SRP,ISP,1.75,True
gemma3-4b,ISP,ISP_9,MODERATE,CSHARP,False,SRP,ISP,1.73,True
gemma3-4b,ISP,ISP_10,MODERATE,CSHARP,False,SRP,ISP,1.67,True
gemma3-4b,ISP,ISP_11,MODERATE,CSHARP,False,SRP,ISP,1.36,True
gemma3-4b,ISP,ISP_12,MODERATE,CSHARP,False,SRP,ISP,1.67,True
gemma3-4b,ISP,ISP_13,EASY,JAVA,False,DIP,ISP,1.29,True
gemma3-4b,ISP,ISP_14,EASY,JAVA,False,SRP,ISP,1.42,True
gemma3-4b,ISP,ISP_15,EASY,JAVA,False,SRP,ISP,1.22,True
gemma3-4b,ISP,ISP_16,EASY,JAVA,False,,ISP,0.83,True
gemma3-4b,ISP,ISP_17,HARD,JAVA,False,SRP,ISP,1.92,True
gemma3-4b,ISP,ISP_18,HARD,JAVA,False,SRP,ISP,2.15,True
gemma3-4b,ISP,ISP_19,HARD,JAVA,False,SRP,ISP,2.16,True
gemma3-4b,ISP,ISP_20,HARD,JAVA,False,SRP,ISP,1.7,True
gemma3-4b,ISP,ISP_21,MODERATE,JAVA,False,SRP,ISP,1.49,True
gemma3-4b,ISP,ISP_22,MODERATE,JAVA,False,SRP,ISP,1.81,True
gemma3-4b,ISP,ISP_23,MODERATE,JAVA,False,SRP,ISP,1.42,True
gemma3-4b,ISP,ISP_24,MODERATE,JAVA,False,SRP,ISP,1.5,True
gemma3-4b,ISP,ISP_25,EASY,KOTLIN,False,SRP,ISP,1.26,True
gemma3-4b,ISP,ISP_26,EASY,KOTLIN,False,SRP,ISP,1.46,True
gemma3-4b,ISP,ISP_27,EASY,KOTLIN,False,SRP,ISP,1.21,True
gemma3-4b,ISP,ISP_28,EASY,KOTLIN,False,,ISP,0.81,True
gemma3-4b,ISP,ISP_29,HARD,KOTLIN,False,SRP,ISP,1.78,True
gemma3-4b,ISP,ISP_30,HARD,KOTLIN,False,SRP,ISP,1.96,True
gemma3-4b,ISP,ISP_31,HARD,KOTLIN,False,SRP,ISP,1.92,True
gemma3-4b,ISP,ISP_32,HARD,KOTLIN,False,SRP,ISP,1.7,True
gemma3-4b,ISP,ISP_33,MODERATE,KOTLIN,False,SRP,ISP,1.57,True
gemma3-4b,ISP,ISP_34,MODERATE,KOTLIN,False,SRP,ISP,1.59,True
gemma3-4b,ISP,ISP_35,MODERATE,KOTLIN,False,SRP,ISP,1.33,True
gemma3-4b,ISP,ISP_36,MODERATE,KOTLIN,False,SRP,ISP,1.27,True
gemma3-4b,ISP,ISP_37,EASY,PYTHON,False,DIP,ISP,1.17,True
gemma3-4b,ISP,ISP_38,EASY,PYTHON,False,SRP,ISP,1.32,True
gemma3-4b,ISP,ISP_39,EASY,PYTHON,False,SRP,ISP,1.08,True
gemma3-4b,ISP,ISP_40,EASY,PYTHON,False,,ISP,0.8,True
gemma3-4b,ISP,ISP_41,HARD,PYTHON,False,SRP,ISP,1.94,True
gemma3-4b,ISP,ISP_42,HARD,PYTHON,True,ISP,ISP,1.89,True
gemma3-4b,ISP,ISP_43,HARD,PYTHON,False,SRP,ISP,2.4,True
gemma3-4b,ISP,ISP_44,HARD,PYTHON,False,SRP,ISP,1.67,True
gemma3-4b,ISP,ISP_45,MODERATE,PYTHON,False,SRP,ISP,1.4,True
gemma3-4b,ISP,ISP_46,MODERATE,PYTHON,False,SRP,ISP,1.81,True
gemma3-4b,ISP,ISP_47,MODERATE,PYTHON,False,SRP,ISP,1.28,True
gemma3-4b,ISP,ISP_48,MODERATE,PYTHON,False,SRP,ISP,1.41,True
gemma3-4b,DIP,DIP_1,EASY,JAVA,False,SRP,DIP,1.15,True
gemma3-4b,DIP,DIP_2,EASY,PYTHON,False,SRP,DIP,1.13,True
gemma3-4b,DIP,DIP_3,EASY,KOTLIN,False,SRP,DIP,1.17,True
gemma3-4b,DIP,DIP_4,EASY,C#,False,SRP,DIP,1.18,True
gemma3-4b,DIP,DIP_5,MODERATE,JAVA,False,SRP,DIP,1.46,True
gemma3-4b,DIP,DIP_6,MODERATE,PYTHON,False,SRP,DIP,1.31,True
gemma3-4b,DIP,DIP_7,MODERATE,KOTLIN,True,DIP,DIP,1.1,True
gemma3-4b,DIP,DIP_8,MODERATE,C#,True,DIP,DIP,1.12,True
gemma3-4b,DIP,DIP_9,HARD,JAVA,False,SRP,DIP,1.78,True
gemma3-4b,DIP,DIP_10,HARD,PYTHON,False,Single Responsibility Principle,DIP,1.72,True
gemma3-4b,DIP,DIP_11,HARD,KOTLIN,False,SRP,DIP,1.77,True
gemma3-4b,DIP,DIP_12,HARD,C#,False,SRP,DIP,1.83,True
gemma3-4b,DIP,DIP_13,EASY,JAVA,False,SRP,DIP,1.48,True
gemma3-4b,DIP,DIP_14,EASY,PYTHON,False,SRP,DIP,1.27,True
gemma3-4b,DIP,DIP_15,EASY,KOTLIN,False,SRP,DIP,1.5,True
gemma3-4b,DIP,DIP_16,EASY,C#,False,SRP,DIP,1.43,True
gemma3-4b,DIP,DIP_17,MODERATE,JAVA,False,SRP,DIP,1.31,True
gemma3-4b,DIP,DIP_18,MODERATE,PYTHON,False,SRP,DIP,1.34,True
gemma3-4b,DIP,DIP_19,MODERATE,KOTLIN,False,SRP,DIP,1.39,True
gemma3-4b,DIP,DIP_20,MODERATE,C#,False,SRP,DIP,1.44,True
gemma3-4b,DIP,DIP_21,HARD,JAVA,False,SRP,DIP,1.84,True
gemma3-4b,DIP,DIP_22,HARD,PYTHON,False,SRP,DIP,1.78,True
gemma3-4b,DIP,DIP_23,HARD,KOTLIN,False,SRP,DIP,1.72,True
gemma3-4b,DIP,DIP_24,HARD,C#,False,SRP,DIP,1.91,True
gemma3-4b,DIP,DIP_25,EASY,JAVA,False,SRP,DIP,1.08,True
gemma3-4b,DIP,DIP_26,EASY,PYTHON,False,SRP,DIP,0.99,True
gemma3-4b,DIP,DIP_27,EASY,KOTLIN,False,SRP,DIP,1.02,True
gemma3-4b,DIP,DIP_28,EASY,C#,False,,DIP,0.87,True
gemma3-4b,DIP,DIP_29,MODERATE,JAVA,False,SRP,DIP,1.46,True
gemma3-4b,DIP,DIP_30,MODERATE,PYTHON,False,SRP,DIP,1.49,True
gemma3-4b,DIP,DIP_31,MODERATE,KOTLIN,False,SRP,DIP,1.37,True
gemma3-4b,DIP,DIP_32,MODERATE,C#,False,SRP,DIP,1.24,True
gemma3-4b,DIP,DIP_33,HARD,JAVA,False,SRP,DIP,1.72,True
gemma3-4b,DIP,DIP_34,HARD,PYTHON,False,Single Responsibility Principle (SRP),DIP,1.97,True
gemma3-4b,DIP,DIP_35,HARD,KOTLIN,False,SRP,DIP,1.9,True
gemma3-4b,DIP,DIP_36,HARD,C#,False,SRP,DIP,2.08,True
gemma3-4b,DIP,DIP_37,EASY,JAVA,False,SRP,DIP,1.55,True
gemma3-4b,DIP,DIP_38,EASY,PYTHON,False,SRP,DIP,1.15,True
gemma3-4b,DIP,DIP_39,EASY,KOTLIN,False,,DIP,0.85,True
gemma3-4b,DIP,DIP_40,EASY,C#,False,SRP,DIP,1.71,True
gemma3-4b,DIP,DIP_41,MODERATE,JAVA,False,SRP,DIP,1.3,True
gemma3-4b,DIP,DIP_42,MODERATE,PYTHON,False,SRP,DIP,1.37,True
gemma3-4b,DIP,DIP_43,MODERATE,KOTLIN,False,SRP,DIP,1.35,True
gemma3-4b,DIP,DIP_44,MODERATE,C#,False,SRP,DIP,1.62,True
gemma3-4b,DIP,DIP_45,HARD,JAVA,False,SRP,DIP,1.67,True
gemma3-4b,DIP,DIP_46,HARD,PYTHON,False,SRP,DIP,1.54,True
gemma3-4b,DIP,DIP_47,HARD,KOTLIN,False,SRP,DIP,1.65,True
gemma3-4b,DIP,DIP_48,HARD,C#,False,SRP,DIP,1.72,True
llama3-1-8b,LSP,LSP_1,EASY,JAVA,True,LSP,LSP,6.5,True
llama3-1-8b,LSP,LSP_2,EASY,PYTHON,True,LSP,LSP,1.44,True
llama3-1-8b,LSP,LSP_3,EASY,KOTLIN,True,LSP,LSP,1.5,True
llama3-1-8b,LSP,LSP_4,EASY,C#,True,LSP,LSP,1.44,True
llama3-1-8b,LSP,LSP_5,MODERATE,JAVA,False,SRP,LSP,1.45,True
llama3-1-8b,LSP,LSP_6,MODERATE,PYTHON,False,SRP,LSP,1.51,True
llama3-1-8b,LSP,LSP_7,MODERATE,KOTLIN,True,LSP,LSP,1.67,True
llama3-1-8b,LSP,LSP_8,MODERATE,C#,False,SRP,LSP,1.36,True
llama3-1-8b,LSP,LSP_9,HARD,JAVA,False,SRP,LSP,2.27,True
llama3-1-8b,LSP,LSP_10,HARD,PYTHON,False,SRP,LSP,2.26,True
llama3-1-8b,LSP,LSP_11,HARD,KOTLIN,False,SRP,LSP,2.0,True
llama3-1-8b,LSP,LSP_12,HARD,C#,False,SRP,LSP,2.13,True
llama3-1-8b,LSP,LSP_13,EASY,JAVA,True,LSP,LSP,1.67,True
llama3-1-8b,LSP,LSP_14,EASY,PYTHON,True,LSP,LSP,1.38,True
llama3-1-8b,LSP,LSP_15,EASY,KOTLIN,False,OCP,LSP,1.25,True
llama3-1-8b,LSP,LSP_16,EASY,C#,True,LSP,LSP,1.54,True
llama3-1-8b,LSP,LSP_17,MODERATE,JAVA,False,SRP,LSP,1.74,True
llama3-1-8b,LSP,LSP_18,MODERATE,PYTHON,False,SRP,LSP,1.71,True
llama3-1-8b,LSP,LSP_19,MODERATE,KOTLIN,False,SRP,LSP,1.67,True
llama3-1-8b,LSP,LSP_20,MODERATE,C#,False,SRP,LSP,1.55,True
llama3-1-8b,LSP,LSP_21,HARD,JAVA,False,SRP,LSP,2.2,True
llama3-1-8b,LSP,LSP_22,HARD,PYTHON,False,SRP,LSP,1.89,True
llama3-1-8b,LSP,LSP_23,HARD,KOTLIN,False,SRP,LSP,1.96,True
llama3-1-8b,LSP,LSP_24,HARD,C#,False,SRP,LSP,2.16,True
llama3-1-8b,LSP,LSP_25,EASY,JAVA,False,ISP,LSP,1.52,True
llama3-1-8b,LSP,LSP_26,EASY,PYTHON,False,SRP,LSP,1.11,True
llama3-1-8b,LSP,LSP_27,EASY,KOTLIN,False,ISP,LSP,1.3,True
llama3-1-8b,LSP,LSP_28,EASY,C#,False,ISP,LSP,1.32,True
llama3-1-8b,LSP,LSP_29,MODERATE,JAVA,False,ISP,LSP,1.46,True
llama3-1-8b,LSP,LSP_30,MODERATE,PYTHON,False,SRP,LSP,1.62,True
llama3-1-8b,LSP,LSP_31,MODERATE,KOTLIN,False,SRP,LSP,1.53,True
llama3-1-8b,LSP,LSP_32,MODERATE,C#,False,SRP,LSP,1.77,True
llama3-1-8b,LSP,LSP_33,HARD,JAVA,False,SRP,LSP,2.37,True
llama3-1-8b,LSP,LSP_34,HARD,PYTHON,False,SRP,LSP,2.56,True
llama3-1-8b,LSP,LSP_35,HARD,KOTLIN,False,SRP,LSP,2.48,True
llama3-1-8b,LSP,LSP_36,HARD,C#,False,SRP,LSP,2.66,True
llama3-1-8b,LSP,LSP_37,EASY,JAVA,True,LSP,LSP,1.31,True
llama3-1-8b,LSP,LSP_38,EASY,PYTHON,True,LSP,LSP,1.14,True
llama3-1-8b,LSP,LSP_39,EASY,KOTLIN,True,LSP,LSP,1.19,True
llama3-1-8b,LSP,LSP_40,EASY,C#,True,LSP,LSP,1.22,True
llama3-1-8b,LSP,LSP_41,MODERATE,JAVA,False,SRP,LSP,1.28,True
llama3-1-8b,LSP,LSP_42,MODERATE,PYTHON,False,SRP,LSP,1.25,True
llama3-1-8b,LSP,LSP_43,MODERATE,KOTLIN,False,SRP,LSP,1.22,True
llama3-1-8b,LSP,LSP_44,MODERATE,C#,False,SRP,LSP,1.29,True
llama3-1-8b,LSP,LSP_45,HARD,JAVA,False,SRP,LSP,2.33,True
llama3-1-8b,LSP,LSP_46,HARD,PYTHON,False,SRP,LSP,1.87,True
llama3-1-8b,LSP,LSP_47,HARD,KOTLIN,False,SRP,LSP,2.1,True
llama3-1-8b,LSP,LSP_48,HARD,C#,False,SRP,LSP,2.62,True
llama3-1-8b,SRP,SRP_1,EASY,JAVA,True,SRP,SRP,1.08,True
llama3-1-8b,SRP,SRP_2,EASY,JAVA,True,SRP,SRP,1.17,True
llama3-1-8b,SRP,SRP_3,EASY,JAVA,True,SRP,SRP,1.16,True
llama3-1-8b,SRP,SRP_4,EASY,JAVA,True,SRP,SRP,1.14,True
llama3-1-8b,SRP,SRP_5,MODERATE,JAVA,True,SRP,SRP,1.84,True
llama3-1-8b,SRP,SRP_6,MODERATE,JAVA,True,SRP,SRP,2.45,True
llama3-1-8b,SRP,SRP_7,MODERATE,JAVA,True,SRP,SRP,2.08,True
llama3-1-8b,SRP,SRP_8,MODERATE,JAVA,True,SRP,SRP,1.73,True
llama3-1-8b,SRP,SRP_9,HARD,JAVA,True,SRP,SRP,2.97,True
llama3-1-8b,SRP,SRP_10,HARD,JAVA,True,SRP,SRP,2.97,True
llama3-1-8b,SRP,SRP_11,HARD,JAVA,True,SRP,SRP,3.01,True
llama3-1-8b,SRP,SRP_12,HARD,JAVA,True,SRP,SRP,4.07,True
llama3-1-8b,SRP,SRP_13,EASY,PYTHON,True,SRP,SRP,1.08,True
llama3-1-8b,SRP,SRP_14,EASY,PYTHON,True,SRP,SRP,1.06,True
llama3-1-8b,SRP,SRP_15,EASY,PYTHON,True,SRP,SRP,1.21,True
llama3-1-8b,SRP,SRP_16,EASY,PYTHON,True,SRP,SRP,1.16,True
llama3-1-8b,SRP,SRP_17,MODERATE,PYTHON,True,SRP,SRP,1.73,True
llama3-1-8b,SRP,SRP_18,MODERATE,PYTHON,True,SRP,SRP,2.16,True
llama3-1-8b,SRP,SRP_19,MODERATE,PYTHON,True,SRP,SRP,2.08,True
llama3-1-8b,SRP,SRP_20,MODERATE,PYTHON,True,SRP,SRP,1.82,True
llama3-1-8b,SRP,SRP_21,HARD,PYTHON,True,SRP,SRP,2.98,True
llama3-1-8b,SRP,SRP_22,HARD,PYTHON,True,SRP,SRP,2.92,True
llama3-1-8b,SRP,SRP_23,HARD,PYTHON,True,SRP,SRP,2.85,True
llama3-1-8b,SRP,SRP_24,HARD,PYTHON,True,SRP,SRP,3.16,True
llama3-1-8b,SRP,SRP_25,EASY,KOTLIN,True,SRP,SRP,1.08,True
llama3-1-8b,SRP,SRP_26,EASY,KOTLIN,True,SRP,SRP,1.04,True
llama3-1-8b,SRP,SRP_27,EASY,KOTLIN,True,SRP,SRP,1.11,True
llama3-1-8b,SRP,SRP_28,EASY,KOTLIN,True,SRP,SRP,1.15,True
llama3-1-8b,SRP,SRP_29,MODERATE,KOTLIN,True,SRP,SRP,2.54,True
llama3-1-8b,SRP,SRP_30,MODERATE,KOTLIN,True,SRP,SRP,1.99,True
llama3-1-8b,SRP,SRP_31,MODERATE,KOTLIN,True,SRP,SRP,2.01,True
llama3-1-8b,SRP,SRP_32,MODERATE,KOTLIN,True,SRP,SRP,1.67,True
llama3-1-8b,SRP,SRP_33,HARD,KOTLIN,True,SRP,SRP,2.97,True
llama3-1-8b,SRP,SRP_34,HARD,KOTLIN,True,SRP,SRP,2.6,True
llama3-1-8b,SRP,SRP_35,HARD,KOTLIN,True,SRP,SRP,2.7,True
llama3-1-8b,SRP,SRP_36,HARD,KOTLIN,True,SRP,SRP,3.17,True
llama3-1-8b,SRP,SRP_37,EASY,CSHARP,True,SRP,SRP,1.08,True
llama3-1-8b,SRP,SRP_38,EASY,CSHARP,True,SRP,SRP,1.18,True
llama3-1-8b,SRP,SRP_39,EASY,CSHARP,True,SRP,SRP,1.19,True
llama3-1-8b,SRP,SRP_40,EASY,CSHARP,True,SRP,SRP,1.21,True
llama3-1-8b,SRP,SRP_41,MODERATE,CSHARP,True,SRP,SRP,1.76,True
llama3-1-8b,SRP,SRP_42,MODERATE,CSHARP,True,SRP,SRP,2.17,True
llama3-1-8b,SRP,SRP_43,MODERATE,CSHARP,True,SRP,SRP,2.12,True
llama3-1-8b,SRP,SRP_44,MODERATE,CSHARP,True,SRP,SRP,1.72,True
llama3-1-8b,SRP,SRP_45,HARD,CSHARP,True,SRP,SRP,2.87,True
llama3-1-8b,SRP,SRP_46,HARD,CSHARP,True,SRP,SRP,2.86,True
llama3-1-8b,SRP,SRP_47,HARD,CSHARP,True,SRP,SRP,2.94,True
llama3-1-8b,SRP,SRP_48,HARD,CSHARP,True,SRP,SRP,3.87,True
llama3-1-8b,OCP,OCP_1,EASY,CSHARP,False,LSP,OCP,1.55,True
llama3-1-8b,OCP,OCP_2,EASY,CSHARP,True,OCP,OCP,1.5,True
llama3-1-8b,OCP,OCP_3,EASY,CSHARP,True,OCP,OCP,1.4,True
llama3-1-8b,OCP,OCP_4,EASY,CSHARP,True,OCP,OCP,1.52,True
llama3-1-8b,OCP,OCP_5,HARD,CSHARP,True,OCP,OCP,4.06,True
llama3-1-8b,OCP,OCP_6,HARD,CSHARP,False,SRP,OCP,2.43,True
llama3-1-8b,OCP,OCP_7,HARD,CSHARP,False,SRP,OCP,3.54,True
llama3-1-8b,OCP,OCP_8,HARD,CSHARP,False,SRP,OCP,3.45,True
llama3-1-8b,OCP,OCP_9,MODERATE,CSHARP,False,SRP,OCP,1.66,True
llama3-1-8b,OCP,OCP_10,MODERATE,CSHARP,False,SRP,OCP,1.34,True
llama3-1-8b,OCP,OCP_11,MODERATE,CSHARP,False,SRP,OCP,2.35,True
llama3-1-8b,OCP,OCP_12,MODERATE,CSHARP,False,SRP,OCP,2.46,True
llama3-1-8b,OCP,OCP_13,EASY,JAVA,False,LSP,OCP,1.67,True
llama3-1-8b,OCP,OCP_14,EASY,JAVA,True,OCP,OCP,1.48,True
llama3-1-8b,OCP,OCP_15,EASY,JAVA,False,SRP,OCP,1.33,True
llama3-1-8b,OCP,OCP_16,EASY,JAVA,True,OCP,OCP,1.47,True
llama3-1-8b,OCP,OCP_17,HARD,JAVA,True,OCP,OCP,3.39,True
llama3-1-8b,OCP,OCP_18,HARD,JAVA,False,SRP,OCP,2.19,True
llama3-1-8b,OCP,OCP_19,HARD,JAVA,False,SRP,OCP,3.33,True
llama3-1-8b,OCP,OCP_20,HARD,JAVA,False,SRP,OCP,3.34,True
llama3-1-8b,OCP,OCP_21,MODERATE,JAVA,False,SRP,OCP,1.5,True
llama3-1-8b,OCP,OCP_22,MODERATE,JAVA,False,SRP,OCP,1.39,True
llama3-1-8b,OCP,OCP_23,MODERATE,JAVA,False,SRP,OCP,2.38,True
llama3-1-8b,OCP,OCP_24,MODERATE,JAVA,False,SRP,OCP,2.28,True
llama3-1-8b,OCP,OCP_25,EASY,KOTLIN,True,OCP,OCP,1.3,True
llama3-1-8b,OCP,OCP_26,EASY,KOTLIN,False,SRP,OCP,1.1,True
llama3-1-8b,OCP,OCP_27,EASY,KOTLIN,False,SRP,OCP,1.29,True
llama3-1-8b,OCP,OCP_28,EASY,KOTLIN,True,OCP,OCP,1.28,True
llama3-1-8b,OCP,OCP_29,HARD,KOTLIN,True,OCP,OCP,3.28,True
llama3-1-8b,OCP,OCP_30,HARD,KOTLIN,False,ISP,OCP,3.02,True
llama3-1-8b,OCP,OCP_31,HARD,KOTLIN,False,SRP,OCP,4.61,True
llama3-1-8b,OCP,OCP_32,HARD,KOTLIN,False,SRP,OCP,2.88,True
llama3-1-8b,OCP,OCP_33,MODERATE,KOTLIN,True,OCP,OCP,1.74,True
llama3-1-8b,OCP,OCP_34,MODERATE,KOTLIN,False,SRP,OCP,1.33,True
llama3-1-8b,OCP,OCP_35,MODERATE,KOTLIN,False,SRP,OCP,2.59,True
llama3-1-8b,OCP,OCP_36,MODERATE,KOTLIN,False,SRP,OCP,2.08,True
