strategy,run,example_id,level,language,actual,pred1,pred2,top1_correct,top2_correct,reciprocal_rank,correct_position,processing_time_s,detection_success,loc,chars,tokens,detected_count,gt_detected_anywhere,all_detected_types
single_agent,run_1,DIP_7,MODERATE,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.46,True,65.0,1828.0,337.0,,,
single_agent,run_1,DIP_8,MODERATE,C#,DIP,SRP,DIP,False,True,0.5,2,2.63,True,94.0,2405.0,429.0,,,
single_agent,run_1,DIP_9,HARD,JAVA,DIP,SRP,OCP,False,False,0.0,0,3.62,False,229.0,8620.0,1493.0,,,
single_agent,run_1,DIP_10,HARD,PYTHON,DIP,SRP,DIP,False,True,0.5,2,3.05,True,167.0,6938.0,1281.0,,,
single_agent,run_1,DIP_11,HARD,KOTLIN,DIP,SRP,OCP,False,False,0.0,0,4.22,False,191.0,6234.0,1071.0,,,
single_agent,run_1,DIP_12,HARD,C#,DIP,SRP,DIP,False,True,0.5,2,3.71,True,267.0,8372.0,1398.0,,,
single_agent,run_1,DIP_13,EASY,JAVA,DIP,SRP,DIP,False,True,0.5,2,2.88,True,18.0,465.0,77.0,,,
single_agent,run_1,DIP_14,EASY,PYTHON,DIP,SRP,DIP,False,True,0.5,2,2.25,True,11.0,331.0,59.0,,,
single_agent,run_1,DIP_15,EASY,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.61,True,14.0,344.0,59.0,,,
single_agent,run_1,DIP_16,EASY,C#,DIP,SRP,DIP,False,True,0.5,2,2.64,True,23.0,463.0,72.0,,,
single_agent,run_1,DIP_17,MODERATE,JAVA,DIP,SRP,OCP,False,False,0.0,0,2.37,False,56.0,1872.0,363.0,,,
single_agent,run_1,DIP_18,MODERATE,PYTHON,DIP,SRP,OCP,False,False,0.0,0,2.58,False,41.0,1407.0,285.0,,,
single_agent,run_1,DIP_19,MODERATE,KOTLIN,DIP,SRP,OCP,False,False,0.0,0,2.38,False,53.0,1600.0,289.0,,,
single_agent,run_1,DIP_20,MODERATE,C#,DIP,SRP,OCP,False,False,0.0,0,2.61,False,76.0,1950.0,346.0,,,
single_agent,run_1,DIP_21,HARD,JAVA,DIP,SRP,OCP,False,False,0.0,0,2.77,False,207.0,8107.0,1494.0,,,
single_agent,run_1,DIP_22,HARD,PYTHON,DIP,SRP,OCP,False,False,0.0,0,3.33,False,145.0,6645.0,1326.0,,,
single_agent,run_1,DIP_23,HARD,KOTLIN,DIP,SRP,OCP,False,False,0.0,0,2.91,False,155.0,6261.0,1145.0,,,
single_agent,run_1,DIP_24,HARD,C#,DIP,SRP,OCP,False,False,0.0,0,3.03,False,235.0,8702.0,1381.0,,,
single_agent,run_1,DIP_25,EASY,JAVA,DIP,SRP,DIP,False,True,0.5,2,2.37,True,22.0,583.0,111.0,,,
single_agent,run_1,DIP_26,EASY,PYTHON,DIP,SRP,DIP,False,True,0.5,2,2.08,True,18.0,496.0,86.0,,,
single_agent,run_1,DIP_27,EASY,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.35,True,22.0,531.0,98.0,,,
single_agent,run_1,DIP_28,EASY,C#,DIP,SRP,DIP,False,True,0.5,2,2.35,True,31.0,595.0,91.0,,,
single_agent,run_1,DIP_29,MODERATE,JAVA,DIP,SRP,OCP,False,False,0.0,0,2.77,False,72.0,2198.0,409.0,,,
single_agent,run_1,DIP_30,MODERATE,PYTHON,DIP,SRP,OCP,False,False,0.0,0,2.78,False,58.0,1890.0,334.0,,,
single_agent,run_1,DIP_31,MODERATE,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.66,True,63.0,1838.0,353.0,,,
single_agent,run_1,DIP_32,MODERATE,C#,DIP,SRP,OCP,False,False,0.0,0,2.85,False,91.0,2078.0,332.0,,,
single_agent,run_1,DIP_33,HARD,JAVA,DIP,SRP,OCP,False,False,0.0,0,3.23,False,164.0,6576.0,1156.0,,,
single_agent,run_1,DIP_34,HARD,PYTHON,DIP,SRP,OCP,False,False,0.0,0,3.04,False,152.0,6056.0,1102.0,,,
single_agent,run_1,DIP_35,HARD,KOTLIN,DIP,SRP,OCP,False,False,0.0,0,3.45,False,244.0,8715.0,1532.0,,,
single_agent,run_1,DIP_36,HARD,C#,DIP,SRP,OCP,False,False,0.0,0,3.76,False,305.0,10242.0,1817.0,,,
single_agent,run_1,DIP_37,EASY,JAVA,DIP,SRP,DIP,False,True,0.5,2,2.28,True,17.0,479.0,85.0,,,
single_agent,run_1,DIP_38,EASY,PYTHON,DIP,SRP,DIP,False,True,0.5,2,2.66,True,10.0,344.0,67.0,,,
single_agent,run_1,DIP_39,EASY,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.73,True,13.0,348.0,64.0,,,
single_agent,run_1,DIP_40,EASY,C#,DIP,SRP,DIP,False,True,0.5,2,2.24,True,22.0,479.0,81.0,,,
single_agent,run_1,DIP_41,MODERATE,JAVA,DIP,SRP,OCP,False,False,0.0,0,2.63,False,62.0,2021.0,336.0,,,
single_agent,run_1,DIP_42,MODERATE,PYTHON,DIP,SRP,OCP,False,False,0.0,0,3.0,False,40.0,1586.0,277.0,,,
single_agent,run_1,DIP_43,MODERATE,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.66,True,46.0,1576.0,275.0,,,
single_agent,run_1,DIP_44,MODERATE,C#,DIP,SRP,OCP,False,False,0.0,0,2.52,False,77.0,2059.0,330.0,,,
single_agent,run_1,DIP_45,HARD,JAVA,DIP,SRP,OCP,False,False,0.0,0,3.2,False,138.0,5087.0,945.0,,,
single_agent,run_1,DIP_46,HARD,PYTHON,DIP,SRP,OCP,False,False,0.0,0,2.91,False,106.0,4499.0,850.0,,,
single_agent,run_1,DIP_47,HARD,KOTLIN,DIP,SRP,OCP,False,False,0.0,0,2.72,False,127.0,4464.0,805.0,,,
single_agent,run_1,DIP_48,HARD,C#,DIP,SRP,OCP,False,False,0.0,0,2.91,False,170.0,5347.0,962.0,,,
single_agent,run_2,SRP_1,EASY,JAVA,SRP,SRP,,True,True,1.0,1,3.38,True,17.0,409.0,85.0,,,
single_agent,run_2,SRP_2,EASY,JAVA,SRP,SRP,,True,True,1.0,1,1.31,True,19.0,534.0,96.0,,,
single_agent,run_2,SRP_3,EASY,JAVA,SRP,SRP,,True,True,1.0,1,1.55,True,21.0,569.0,122.0,,,
single_agent,run_2,SRP_4,EASY,JAVA,SRP,SRP,,True,True,1.0,1,1.43,True,17.0,416.0,86.0,,,
single_agent,run_2,SRP_5,MODERATE,JAVA,SRP,SRP,,True,True,1.0,1,1.97,True,168.0,4688.0,922.0,,,
single_agent,run_2,SRP_6,MODERATE,JAVA,SRP,SRP,,True,True,1.0,1,2.25,True,256.0,7899.0,1471.0,,,
single_agent,run_2,SRP_7,MODERATE,JAVA,SRP,SRP,,True,True,1.0,1,2.28,True,185.0,6117.0,1510.0,,,
single_agent,run_2,SRP_8,MODERATE,JAVA,SRP,SRP,,True,True,1.0,1,1.94,True,124.0,4615.0,906.0,,,
single_agent,run_2,SRP_9,HARD,JAVA,SRP,SRP,,True,True,1.0,1,2.88,True,370.0,12738.0,2568.0,,,
single_agent,run_2,SRP_10,HARD,JAVA,SRP,SRP,,True,True,1.0,1,2.97,True,337.0,13357.0,2597.0,,,
single_agent,run_2,SRP_11,HARD,JAVA,SRP,SRP,,True,True,1.0,1,2.94,True,330.0,12494.0,2630.0,,,
single_agent,run_2,SRP_12,HARD,JAVA,SRP,SRP,,True,True,1.0,1,3.36,True,388.0,16985.0,3462.0,,,
single_agent,run_2,SRP_13,EASY,PYTHON,SRP,SRP,,True,True,1.0,1,1.15,True,10.0,286.0,65.0,,,
single_agent,run_2,SRP_14,EASY,PYTHON,SRP,SRP,,True,True,1.0,1,1.32,True,11.0,423.0,86.0,,,
single_agent,run_2,SRP_15,EASY,PYTHON,SRP,SRP,,True,True,1.0,1,1.26,True,13.0,390.0,95.0,,,
single_agent,run_2,SRP_16,EASY,PYTHON,SRP,SRP,,True,True,1.0,1,1.5,True,10.0,303.0,71.0,,,
single_agent,run_2,SRP_17,MODERATE,PYTHON,SRP,SRP,,True,True,1.0,1,1.91,True,120.0,4007.0,858.0,,,
single_agent,run_2,SRP_18,MODERATE,PYTHON,SRP,SRP,,True,True,1.0,1,2.29,True,195.0,7146.0,1440.0,,,
single_agent,run_2,SRP_19,MODERATE,PYTHON,SRP,SRP,,True,True,1.0,1,2.42,True,167.0,5735.0,1427.0,,,
single_agent,run_2,SRP_20,MODERATE,PYTHON,SRP,SRP,,True,True,1.0,1,1.96,True,89.0,3928.0,840.0,,,
single_agent,run_2,SRP_21,HARD,PYTHON,SRP,SRP,,True,True,1.0,1,2.67,True,254.0,10438.0,2191.0,,,
single_agent,run_2,SRP_22,HARD,PYTHON,SRP,SRP,,True,True,1.0,1,2.95,True,300.0,12992.0,2443.0,,,
single_agent,run_2,SRP_23,HARD,PYTHON,SRP,SRP,,True,True,1.0,1,2.98,True,248.0,11175.0,2445.0,,,
single_agent,run_2,SRP_24,HARD,PYTHON,SRP,SRP,,True,True,1.0,1,3.1,True,329.0,14413.0,2800.0,,,
single_agent,run_2,SRP_25,EASY,KOTLIN,SRP,SRP,,True,True,1.0,1,1.32,True,10.0,229.0,49.0,,,
single_agent,run_2,SRP_26,EASY,KOTLIN,SRP,SRP,,True,True,1.0,1,1.29,True,10.0,305.0,63.0,,,
single_agent,run_2,SRP_27,EASY,KOTLIN,SRP,SRP,,True,True,1.0,1,1.29,True,12.0,330.0,75.0,,,
single_agent,run_2,SRP_28,EASY,KOTLIN,SRP,SRP,,True,True,1.0,1,1.04,True,10.0,267.0,59.0,,,
single_agent,run_2,SRP_29,MODERATE,KOTLIN,SRP,SRP,,True,True,1.0,1,1.89,True,116.0,3523.0,724.0,,,
single_agent,run_2,SRP_30,MODERATE,KOTLIN,SRP,SRP,,True,True,1.0,1,2.13,True,179.0,6179.0,1174.0,,,
single_agent,run_2,SRP_31,MODERATE,KOTLIN,SRP,SRP,,True,True,1.0,1,2.18,True,164.0,5372.0,1253.0,,,
single_agent,run_2,SRP_32,MODERATE,KOTLIN,SRP,SRP,,True,True,1.0,1,1.95,True,102.0,3859.0,742.0,,,
single_agent,run_2,SRP_33,HARD,KOTLIN,SRP,SRP,,True,True,1.0,1,2.69,True,286.0,9834.0,1910.0,,,
single_agent,run_2,SRP_34,HARD,KOTLIN,SRP,SRP,,True,True,1.0,1,2.67,True,260.0,10479.0,1959.0,,,
single_agent,run_2,SRP_35,HARD,KOTLIN,SRP,SRP,,True,True,1.0,1,2.78,True,285.0,10237.0,2089.0,,,
single_agent,run_2,SRP_36,HARD,KOTLIN,SRP,SRP,,True,True,1.0,1,3.2,True,361.0,14620.0,2794.0,,,
single_agent,run_2,SRP_37,EASY,CSHARP,SRP,SRP,,True,True,1.0,1,1.29,True,21.0,428.0,88.0,,,
single_agent,run_2,SRP_38,EASY,CSHARP,SRP,SRP,,True,True,1.0,1,1.34,True,23.0,539.0,94.0,,,
single_agent,run_2,SRP_39,EASY,CSHARP,SRP,SRP,,True,True,1.0,1,1.57,True,25.0,577.0,122.0,,,
single_agent,run_2,SRP_40,EASY,CSHARP,SRP,SRP,,True,True,1.0,1,1.44,True,21.0,421.0,84.0,,,
single_agent,run_2,SRP_41,MODERATE,CSHARP,SRP,SRP,,True,True,1.0,1,1.98,True,184.0,4448.0,842.0,,,
single_agent,run_2,SRP_42,MODERATE,CSHARP,SRP,SRP,,True,True,1.0,1,2.22,True,289.0,7682.0,1387.0,,,
single_agent,run_2,SRP_43,MODERATE,CSHARP,SRP,SRP,,True,True,1.0,1,2.27,True,218.0,5972.0,1368.0,,,
single_agent,run_2,SRP_44,MODERATE,CSHARP,SRP,SRP,,True,True,1.0,1,1.88,True,149.0,4707.0,889.0,,,
single_agent,run_2,SRP_45,HARD,CSHARP,SRP,SRP,,True,True,1.0,1,2.66,True,395.0,12158.0,2323.0,,,
single_agent,run_2,SRP_46,HARD,CSHARP,SRP,SRP,,True,True,1.0,1,2.89,True,384.0,13000.0,2343.0,,,
single_agent,run_2,SRP_47,HARD,CSHARP,SRP,SRP,,True,True,1.0,1,2.8,True,387.0,13890.0,2458.0,,,
single_agent,run_2,SRP_48,HARD,CSHARP,SRP,SRP,,True,True,1.0,1,3.37,True,465.0,16946.0,3214.0,,,
single_agent,run_2,OCP_1,EASY,CSHARP,OCP,OCP,,True,True,1.0,1,1.69,True,72.0,1235.0,237.0,,,
single_agent,run_2,OCP_2,EASY,CSHARP,OCP,SRP,,False,False,0.0,0,1.62,False,50.0,1300.0,224.0,,,
single_agent,run_2,OCP_3,EASY,CSHARP,OCP,SRP,,False,False,0.0,0,1.86,False,49.0,1004.0,202.0,,,
single_agent,run_2,OCP_4,EASY,CSHARP,OCP,OCP,,True,True,1.0,1,1.94,True,53.0,1479.0,282.0,,,
single_agent,run_2,OCP_5,HARD,CSHARP,OCP,SRP,,False,False,0.0,0,3.33,False,459.0,15744.0,3669.0,,,
single_agent,run_2,OCP_6,HARD,CSHARP,OCP,SRP,,False,False,0.0,0,2.58,False,269.0,8599.0,2059.0,,,
single_agent,run_2,OCP_7,HARD,CSHARP,OCP,SRP,,False,False,0.0,0,3.44,False,415.0,16149.0,3425.0,,,
single_agent,run_2,OCP_8,HARD,CSHARP,OCP,SRP,,False,False,0.0,0,3.01,False,398.0,15864.0,3495.0,,,
single_agent,run_2,OCP_9,MODERATE,CSHARP,OCP,OCP,,True,True,1.0,1,2.14,True,208.0,5450.0,1105.0,,,
single_agent,run_2,OCP_10,MODERATE,CSHARP,OCP,SRP,,False,False,0.0,0,2.04,False,112.0,2563.0,537.0,,,
single_agent,run_2,OCP_11,MODERATE,CSHARP,OCP,SRP,,False,False,0.0,0,2.55,False,305.0,9205.0,1844.0,,,
single_agent,run_2,OCP_12,MODERATE,CSHARP,OCP,SRP,,False,False,0.0,0,2.52,False,216.0,10058.0,2191.0,,,
single_agent,run_2,OCP_13,EASY,JAVA,OCP,OCP,,True,True,1.0,1,1.68,True,57.0,1210.0,234.0,,,
single_agent,run_2,OCP_14,EASY,JAVA,OCP,OCP,,True,True,1.0,1,2.12,True,44.0,1316.0,230.0,,,
single_agent,run_2,OCP_15,EASY,JAVA,OCP,SRP,,False,False,0.0,0,1.67,False,38.0,901.0,190.0,,,
single_agent,run_2,OCP_16,EASY,JAVA,OCP,OCP,,True,True,1.0,1,1.93,True,32.0,1218.0,273.0,,,
single_agent,run_2,OCP_17,HARD,JAVA,OCP,SRP,,False,False,0.0,0,3.23,False,433.0,15628.0,3615.0,,,
single_agent,run_2,OCP_18,HARD,JAVA,OCP,SRP,,False,False,0.0,0,2.69,False,210.0,7259.0,1941.0,,,
single_agent,run_2,OCP_19,HARD,JAVA,OCP,SRP,,False,False,0.0,0,3.17,False,414.0,14950.0,3226.0,,,
single_agent,run_2,OCP_20,HARD,JAVA,OCP,SRP,,False,False,0.0,0,3.34,False,359.0,15513.0,3677.0,,,
single_agent,run_2,OCP_21,MODERATE,JAVA,OCP,SRP,,False,False,0.0,0,1.97,False,177.0,5124.0,1093.0,,,
single_agent,run_2,OCP_22,MODERATE,JAVA,OCP,SRP,,False,False,0.0,0,1.92,False,105.0,2985.0,644.0,,,
single_agent,run_2,OCP_23,MODERATE,JAVA,OCP,SRP,,False,False,0.0,0,2.47,False,281.0,9648.0,1921.0,,,
single_agent,run_2,OCP_24,MODERATE,JAVA,OCP,SRP,,False,False,0.0,0,2.53,False,215.0,8998.0,2053.0,,,
single_agent,run_2,OCP_25,EASY,KOTLIN,OCP,SRP,,False,False,0.0,0,1.81,False,32.0,715.0,156.0,,,
single_agent,run_2,OCP_26,EASY,KOTLIN,OCP,SRP,,False,False,0.0,0,1.62,False,27.0,642.0,114.0,,,
single_agent,run_2,OCP_27,EASY,KOTLIN,OCP,SRP,,False,False,0.0,0,1.66,False,29.0,561.0,121.0,,,
single_agent,run_2,OCP_28,EASY,KOTLIN,OCP,SRP,,False,False,0.0,0,1.46,False,26.0,722.0,161.0,,,
single_agent,run_2,OCP_29,HARD,KOTLIN,OCP,SRP,,False,False,0.0,0,2.8,False,291.0,10683.0,2647.0,,,
single_agent,run_2,OCP_30,HARD,KOTLIN,OCP,SRP,,False,False,0.0,0,2.28,False,159.0,5979.0,1652.0,,,
single_agent,run_2,OCP_31,HARD,KOTLIN,OCP,SRP,,False,False,0.0,0,3.27,False,320.0,11420.0,2934.0,,,
single_agent,run_2,OCP_32,HARD,KOTLIN,OCP,SRP,,False,False,0.0,0,2.95,False,287.0,11644.0,2946.0,,,
single_agent,run_2,OCP_33,MODERATE,KOTLIN,OCP,SRP,,False,False,0.0,0,1.96,False,122.0,4047.0,951.0,,,
single_agent,run_2,OCP_34,MODERATE,KOTLIN,OCP,SRP,,False,False,0.0,0,2.01,False,85.0,2208.0,510.0,,,
single_agent,run_2,OCP_35,MODERATE,KOTLIN,OCP,SRP,,False,False,0.0,0,2.94,False,218.0,6916.0,1671.0,,,
single_agent,run_2,OCP_36,MODERATE,KOTLIN,OCP,SRP,,False,False,0.0,0,2.23,False,185.0,6791.0,1556.0,,,
single_agent,run_2,OCP_37,EASY,PYTHON,OCP,OCP,,True,True,1.0,1,1.56,True,41.0,935.0,194.0,,,
single_agent,run_2,OCP_38,EASY,PYTHON,OCP,SRP,,False,False,0.0,0,1.65,False,39.0,1028.0,197.0,,,
single_agent,run_2,OCP_39,EASY,PYTHON,OCP,OCP,,True,True,1.0,1,1.65,True,47.0,901.0,191.0,,,
single_agent,run_2,OCP_40,EASY,PYTHON,OCP,OCP,,True,True,1.0,1,1.72,True,43.0,1098.0,247.0,,,
single_agent,run_2,OCP_41,HARD,PYTHON,OCP,SRP,,False,False,0.0,0,2.88,False,375.0,11987.0,2980.0,,,
single_agent,run_2,OCP_42,HARD,PYTHON,OCP,SRP,,False,False,0.0,0,2.47,False,263.0,7531.0,1970.0,,,
single_agent,run_2,OCP_43,HARD,PYTHON,OCP,SRP,,False,False,0.0,0,3.1,False,317.0,11169.0,2855.0,,,
single_agent,run_2,OCP_44,HARD,PYTHON,OCP,SRP,,False,False,0.0,0,3.04,False,281.0,11552.0,3174.0,,,
single_agent,run_2,OCP_45,MODERATE,PYTHON,OCP,SRP,,False,False,0.0,0,1.94,False,155.0,4320.0,1040.0,,,
single_agent,run_2,OCP_46,MODERATE,PYTHON,OCP,SRP,,False,False,0.0,0,1.92,False,104.0,2760.0,621.0,,,
single_agent,run_2,OCP_47,MODERATE,PYTHON,OCP,SRP,,False,False,0.0,0,3.06,False,217.0,7648.0,1898.0,,,
single_agent,run_2,OCP_48,MODERATE,PYTHON,OCP,SRP,,False,False,0.0,0,2.36,False,184.0,7522.0,1974.0,,,
single_agent,run_2,LSP_1,EASY,JAVA,LSP,LSP,,True,True,1.0,1,1.69,True,25.0,481.0,103.0,,,
single_agent,run_2,LSP_2,EASY,PYTHON,LSP,LSP,,True,True,1.0,1,1.65,True,15.0,309.0,76.0,,,
single_agent,run_2,LSP_3,EASY,KOTLIN,LSP,LSP,,True,True,1.0,1,1.65,True,23.0,384.0,87.0,,,
single_agent,run_2,LSP_4,EASY,C#,LSP,LSP,,True,True,1.0,1,1.67,True,31.0,473.0,98.0,,,
single_agent,run_2,LSP_5,MODERATE,JAVA,LSP,SRP,,False,False,0.0,0,1.64,False,92.0,2277.0,439.0,,,
single_agent,run_2,LSP_6,MODERATE,PYTHON,LSP,LSP,,True,True,1.0,1,1.91,True,67.0,1841.0,377.0,,,
single_agent,run_2,LSP_7,MODERATE,KOTLIN,LSP,LSP,,True,True,1.0,1,1.88,True,58.0,1632.0,344.0,,,
single_agent,run_2,LSP_8,MODERATE,C#,LSP,LSP,,True,True,1.0,1,1.92,True,93.0,2189.0,422.0,,,
single_agent,run_2,LSP_9,HARD,JAVA,LSP,SRP,,False,False,0.0,0,2.16,False,233.0,7879.0,1520.0,,,
single_agent,run_2,LSP_10,HARD,PYTHON,LSP,SRP,,False,False,0.0,0,2.49,False,230.0,7392.0,1436.0,,,
single_agent,run_2,LSP_11,HARD,KOTLIN,LSP,SRP,,False,False,0.0,0,1.93,False,176.0,5663.0,1116.0,,,
single_agent,run_2,LSP_12,HARD,C#,LSP,SRP,,False,False,0.0,0,2.14,False,253.0,7497.0,1397.0,,,
single_agent,run_2,LSP_13,EASY,JAVA,LSP,LSP,,True,True,1.0,1,1.55,True,22.0,679.0,124.0,,,
single_agent,run_2,LSP_14,EASY,PYTHON,LSP,LSP,,True,True,1.0,1,1.64,True,13.0,488.0,99.0,,,
single_agent,run_2,LSP_15,EASY,KOTLIN,LSP,LSP,,True,True,1.0,1,1.6,True,20.0,582.0,108.0,,,
single_agent,run_2,LSP_16,EASY,C#,LSP,LSP,,True,True,1.0,1,1.51,True,28.0,681.0,124.0,,,
single_agent,run_2,LSP_17,MODERATE,JAVA,LSP,SRP,,False,False,0.0,0,1.66,False,111.0,3277.0,542.0,,,
single_agent,run_2,LSP_18,MODERATE,PYTHON,LSP,SRP,,False,False,0.0,0,1.58,False,75.0,2418.0,422.0,,,
single_agent,run_2,LSP_19,MODERATE,KOTLIN,LSP,SRP,,False,False,0.0,0,1.5,False,64.0,2369.0,429.0,,,
single_agent,run_2,LSP_20,MODERATE,C#,LSP,SRP,,False,False,0.0,0,1.6,False,126.0,3434.0,551.0,,,
single_agent,run_2,LSP_21,HARD,JAVA,LSP,SRP,,False,False,0.0,0,2.29,False,226.0,8552.0,1432.0,,,
single_agent,run_2,LSP_22,HARD,PYTHON,LSP,SRP,,False,False,0.0,0,2.32,False,192.0,7006.0,1222.0,,,
single_agent,run_2,LSP_23,HARD,KOTLIN,LSP,SRP,,False,False,0.0,0,2.26,False,249.0,8058.0,1313.0,,,
single_agent,run_2,LSP_24,HARD,C#,LSP,SRP,,False,False,0.0,0,2.38,False,324.0,9455.0,1470.0,,,
single_agent,run_2,LSP_25,EASY,JAVA,LSP,SRP,,False,False,0.0,0,1.4,False,35.0,952.0,148.0,,,
single_agent,run_2,LSP_26,EASY,PYTHON,LSP,SRP,,False,False,0.0,0,1.51,False,24.0,762.0,153.0,,,
single_agent,run_2,LSP_27,EASY,KOTLIN,LSP,OCP,,False,False,0.0,0,1.85,False,30.0,890.0,144.0,,,
single_agent,run_2,LSP_28,EASY,C#,LSP,SRP,,False,False,0.0,0,1.42,False,42.0,1123.0,193.0,,,
single_agent,run_2,LSP_29,MODERATE,JAVA,LSP,SRP,,False,False,0.0,0,1.88,False,114.0,3897.0,783.0,,,
single_agent,run_2,LSP_30,MODERATE,PYTHON,LSP,SRP,,False,False,0.0,0,1.61,False,88.0,3657.0,722.0,,,
single_agent,run_2,LSP_31,MODERATE,KOTLIN,LSP,SRP,,False,False,0.0,0,2.0,False,94.0,3503.0,622.0,,,
single_agent,run_2,LSP_32,MODERATE,C#,LSP,SRP,,False,False,0.0,0,1.78,False,145.0,4433.0,776.0,,,
single_agent,run_2,LSP_33,HARD,JAVA,LSP,SRP,,False,False,0.0,0,2.2,False,277.0,9959.0,1726.0,,,
single_agent,run_2,LSP_34,HARD,PYTHON,LSP,SRP,,False,False,0.0,0,2.43,False,317.0,12199.0,1961.0,,,
single_agent,run_2,LSP_35,HARD,KOTLIN,LSP,SRP,,False,False,0.0,0,2.26,False,358.0,12785.0,2019.0,,,
single_agent,run_2,LSP_36,HARD,C#,LSP,SRP,,False,False,0.0,0,2.79,False,458.0,14758.0,2270.0,,,
single_agent,run_2,LSP_37,EASY,JAVA,LSP,LSP,,True,True,1.0,1,1.83,True,38.0,855.0,161.0,,,
single_agent,run_2,LSP_38,EASY,PYTHON,LSP,LSP,,True,True,1.0,1,1.72,True,33.0,740.0,149.0,,,
single_agent,run_2,LSP_39,EASY,KOTLIN,LSP,LSP,,True,True,1.0,1,1.89,True,24.0,577.0,116.0,,,
single_agent,run_2,LSP_40,EASY,C#,LSP,LSP,,True,True,1.0,1,1.75,True,42.0,864.0,159.0,,,
single_agent,run_2,LSP_41,MODERATE,JAVA,LSP,SRP,,False,False,0.0,0,1.58,False,91.0,2684.0,511.0,,,
single_agent,run_2,LSP_42,MODERATE,PYTHON,LSP,SRP,,False,False,0.0,0,1.57,False,82.0,2262.0,437.0,,,
single_agent,run_2,LSP_43,MODERATE,KOTLIN,LSP,SRP,,False,False,0.0,0,1.43,False,71.0,2017.0,369.0,,,
single_agent,run_2,LSP_44,MODERATE,C#,LSP,SRP,,False,False,0.0,0,1.61,False,112.0,2849.0,515.0,,,
single_agent,run_2,LSP_45,HARD,JAVA,LSP,SRP,,False,False,0.0,0,2.16,False,212.0,8668.0,1509.0,,,
single_agent,run_2,LSP_46,HARD,PYTHON,LSP,SRP,,False,False,0.0,0,1.98,False,164.0,6480.0,1225.0,,,
single_agent,run_2,LSP_47,HARD,KOTLIN,LSP,SRP,,False,False,0.0,0,1.97,False,202.0,6693.0,1137.0,,,
single_agent,run_2,LSP_48,HARD,C#,LSP,SRP,,False,False,0.0,0,2.13,False,272.0,8682.0,1487.0,,,
single_agent,run_2,ISP_1,EASY,CSHARP,ISP,LSP,,False,False,0.0,0,1.74,False,89.0,1737.0,335.0,,,
single_agent,run_2,ISP_2,EASY,CSHARP,ISP,LSP,,False,False,0.0,0,1.93,False,94.0,2055.0,397.0,,,
single_agent,run_2,ISP_3,EASY,CSHARP,ISP,SRP,,False,False,0.0,0,2.22,False,63.0,1140.0,225.0,,,
single_agent,run_2,ISP_4,EASY,CSHARP,ISP,LSP,,False,False,0.0,0,1.69,False,44.0,664.0,140.0,,,
single_agent,run_2,ISP_5,HARD,CSHARP,ISP,SRP,,False,False,0.0,0,2.55,False,511.0,11621.0,2179.0,,,
single_agent,run_2,ISP_6,HARD,CSHARP,ISP,SRP,,False,False,0.0,0,3.53,False,461.0,10993.0,2063.0,,,
single_agent,run_2,ISP_7,HARD,CSHARP,ISP,SRP,,False,False,0.0,0,3.02,False,660.0,17075.0,3079.0,,,
single_agent,run_2,ISP_8,HARD,CSHARP,ISP,SRP,,False,False,0.0,0,2.71,False,473.0,10539.0,1842.0,,,
single_agent,run_2,ISP_9,MODERATE,CSHARP,ISP,SRP,,False,False,0.0,0,2.0,False,287.0,6316.0,1191.0,,,
single_agent,run_2,ISP_10,MODERATE,CSHARP,ISP,SRP,,False,False,0.0,0,2.57,False,259.0,6299.0,1201.0,,,
single_agent,run_2,ISP_11,MODERATE,CSHARP,ISP,SRP,,False,False,0.0,0,1.69,False,149.0,2838.0,539.0,,,
single_agent,run_2,ISP_12,MODERATE,CSHARP,ISP,SRP,,False,False,0.0,0,2.68,False,291.0,5721.0,1030.0,,,
single_agent,run_2,ISP_13,EASY,JAVA,ISP,LSP,,False,False,0.0,0,1.7,False,77.0,1793.0,362.0,,,
single_agent,run_2,ISP_14,EASY,JAVA,ISP,SRP,,False,False,0.0,0,1.73,False,88.0,2183.0,430.0,,,
single_agent,run_2,ISP_15,EASY,JAVA,ISP,SRP,,False,False,0.0,0,1.5,False,48.0,1121.0,240.0,,,
single_agent,run_2,ISP_16,EASY,JAVA,ISP,LSP,,False,False,0.0,0,1.6,False,34.0,654.0,147.0,,,
single_agent,run_2,ISP_17,HARD,JAVA,ISP,SRP,,False,False,0.0,0,2.53,False,416.0,11445.0,2334.0,,,
single_agent,run_2,ISP_18,HARD,JAVA,ISP,SRP,,False,False,0.0,0,2.92,False,436.0,11756.0,2280.0,,,
single_agent,run_2,ISP_19,HARD,JAVA,ISP,SRP,,False,False,0.0,0,3.07,False,482.0,15667.0,3266.0,,,
single_agent,run_2,ISP_20,HARD,JAVA,ISP,SRP,,False,False,0.0,0,2.52,False,351.0,10063.0,1914.0,,,
single_agent,run_2,ISP_21,MODERATE,JAVA,ISP,SRP,,False,False,0.0,0,2.26,False,226.0,6148.0,1278.0,,,
