model,model_key,violation_type,expected_violation,detected_violation,violation_match,status,failure_reason,language,item_id,response_length
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,22,1059
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,23,937
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,24,990
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,25,711
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,26,985
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,27,500
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,28,1059
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,29,2907
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,30,1049
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,31,1493
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,32,910
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,33,125
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,34,872
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,35,125
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,36,2403
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,37,2819
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,38,867
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,39,1382
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,40,4448
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,41,2029
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,42,168
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,43,1614
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,NONE,False,FAIL,WRONG_VIOLATION,PYTHON,44,279
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,45,1262
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,46,733
codellama70b,isp--codellama70b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,47,168
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,CSHARP,0,804
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,CSHARP,1,375
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,CSHARP,2,390
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,CSHARP,3,374
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,4,1595
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,5,2629
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,6,1381
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,7,1411
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,8,981
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,9,894
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,CSHARP,10,793
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,11,675
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,12,980
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,13,416
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,14,441
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,15,490
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,16,821
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,17,2409
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,18,1398
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,19,1216
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,20,1194
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,21,3258
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,22,758
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,23,992
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,KOTLIN,24,634
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,KOTLIN,25,665
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,KOTLIN,26,644
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,KOTLIN,27,1127
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,28,1657
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,29,2451
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,30,1414
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,31,1650
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,OCP,False,FAIL,WRONG_VIOLATION,KOTLIN,32,478
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,33,1361
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,KOTLIN,34,804
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,KOTLIN,35,700
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,36,674
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,37,621
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,38,1257
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,PYTHON,39,1148
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,40,2016
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,41,1647
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,42,1975
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,43,1495
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,44,1309
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,45,630
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,46,784
deepseek33b,isp--deepseek33b-temp0-latest--example,ISP,ISP,OCP,False,FAIL,WRONG_VIOLATION,PYTHON,47,1714
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,0,255
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,CSHARP,1,237
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,2,211
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,3,202
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,4,253
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,5,267
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,6,342
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,7,242
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,8,254
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,9,313
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,10,285
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,CSHARP,11,311
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,12,282
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,JAVA,13,213
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,14,217
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,15,183
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,16,258
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,17,253
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,18,315
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,19,241
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,20,252
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,21,306
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,22,333
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,JAVA,23,215
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,KOTLIN,24,274
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,KOTLIN,25,221
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,26,263
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,27,193
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,28,215
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,29,258
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,30,377
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,31,269
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,KOTLIN,32,256
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,KOTLIN,33,452
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,KOTLIN,34,331
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,KOTLIN,35,250
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,PYTHON,36,279
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,PYTHON,37,217
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,38,212
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,PYTHON,39,211
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,40,269
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,41,264
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,42,214
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,43,271
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,44,204
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,45,376
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,46,181
gpt-4o-mini,isp--gpt-4o-mini--example,ISP,ISP,ISP,True,PASS,,PYTHON,47,267
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,CSHARP,0,417
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,CSHARP,1,475
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,CSHARP,2,366
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,CSHARP,3,357
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,4,6186
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,5,4106
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,6,3839
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,CSHARP,7,3036
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,CSHARP,8,874
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,CSHARP,9,464
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,CSHARP,10,377
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,CSHARP,11,447
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,12,756
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,JAVA,13,421
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,14,1011
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,15,432
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,16,3363
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,17,7343
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,18,4481
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,JAVA,19,6472
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,20,615
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,21,458
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,22,921
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,JAVA,23,582
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,24,587
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,KOTLIN,25,405
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,26,345
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,27,434
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,28,5713
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,29,8389
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,30,3317
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,31,391
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,32,667
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,33,1239
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,34,2142
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,KOTLIN,35,562
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,PYTHON,36,621
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,PYTHON,37,511
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,38,395
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,LSP,False,FAIL,WRONG_VIOLATION,PYTHON,39,303
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,40,3048
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,41,2778
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,False,FAIL,EXTRACTION_FAILED,PYTHON,42,4289
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,,True,FAIL,EXTRACTION_FAILED,PYTHON,43,5975
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,OCP,False,FAIL,WRONG_VIOLATION,PYTHON,44,535
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,PYTHON,45,1343
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,SRP,False,FAIL,WRONG_VIOLATION,PYTHON,46,501
qwen2.5-coder32b,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,ISP,True,PASS,,PYTHON,47,427
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,0,221
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,1,253
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,2,294
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,3,436
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,4,261
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,5,213
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,6,230
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,7,254
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,8,305
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,9,4080
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,10,3702
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,11,4303
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,12,220
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,13,208
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,14,249
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,15,355
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,16,257
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,17,254
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,18,288
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,19,237
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,20,305
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,21,3275
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,22,3651
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,23,3557
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,24,221
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,25,345
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,26,250
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,27,272
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,28,233
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,29,421
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,30,230
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,31,237
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,KOTLIN,32,5390
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,33,6942
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,34,5379
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,35,4713
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,36,221
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,37,208
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,38,369
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,39,316
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,40,227
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,41,226
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,42,235
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,43,238
